humidity,light,temperature,occupancy
110,'OFF',19.0,0.0
111,'OFF',19.0,1.0
112,'OFF',19.0,0.0
113,'OFF',19.0,0.0
114,'OFF',19.0,0.0
115,'OFF',19.0,1.0
116,'OFF',19.0,0.0
117,'OFF',19.0,0.0
118,'OFF',19.0,0.0
119,'OFF',19.0,0.0
120,'OFF',19.0,0.0
121,'OFF',19.0,0.0
122,'OFF',19.0,0.0
123,'OFF',19.0,0.0
124,'OFF',19.0,0.0
125,'OFF',19.0,0.0
126,'OFF',19.0,0.0
127,'OFF',19.0,0.0
128,'OFF',19.0,0.0
129,'OFF',19.0,0.0
130,'OFF',19.0,0.0
131,'OFF',19.0,0.0
132,'OFF',19.0,0.0
133,'OFF',19.0,0.0
134,'ON',19.0,0.0
135,'OFF',19.0,0.0
136,'OFF',19.0,0.0
137,'OFF',19.0,0.0
138,'OFF',19.0,0.0
139,'OFF',19.0,0.0
140,'OFF',19.0,0.0
141,'OFF',19.0,0.0
142,'OFF',19.0,0.0
143,'OFF',19.0,0.0
144,'ON',19.0,0.0
145,'OFF',19.0,0.0
146,'OFF',19.0,0.0
147,'OFF',21.0,0.0
148,'OFF',19.0,0.0
149,'OFF',19.0,0.0
150,'OFF',19.0,1.0
151,'OFF',19.0,1.0
152,'OFF',19.0,0.0
153,'OFF',19.0,0.0
154,'OFF',19.0,0.0
155,'OFF',19.0,0.0
156,'OFF',19.0,1.0
157,'ON',19.0,0.0
158,'OFF',19.0,0.0
159,'OFF',19.0,0.0
160,'OFF',19.0,0.0
161,'OFF',19.0,0.0
162,'OFF',19.0,0.0
163,'OFF',19.0,0.0
164,'OFF',19.0,0.0
165,'OFF',19.0,0.0
166,'OFF',19.0,0.0
167,'OFF',19.0,0.0
168,'OFF',19.0,0.0
169,'OFF',19.0,0.0
170,'OFF',19.0,1.0
171,'OFF',22.0,0.0
172,'OFF',19.0,0.0
173,'OFF',19.0,0.0
174,'OFF',19.0,1.0
175,'OFF',19.0,0.0
176,'OFF',19.0,0.0
177,'OFF',19.0,0.0
178,'OFF',19.0,0.0
179,'OFF',19.0,0.0
180,'OFF',19.0,0.0
181,'OFF',19.0,0.0
182,'OFF',19.0,0.0
183,'OFF',19.0,0.0
184,'OFF',19.0,0.0
185,'OFF',19.0,0.0
186,'OFF',19.0,0.0
187,'OFF',19.0,1.0
188,'OFF',19.0,0.0
189,'OFF',19.0,1.0
190,'OFF',19.0,0.0
191,'OFF',19.0,0.0
192,'OFF',19.0,0.0
193,'OFF',19.0,0.0
194,'OFF',19.0,1.0
195,'OFF',19.0,0.0
196,'OFF',19.0,0.0
197,'OFF',19.0,0.0
198,'OFF',19.0,0.0
199,'OFF',19.0,0.0
200,'OFF',19.0,0.0
201,'OFF',19.0,0.0
202,'OFF',19.0,0.0
203,'OFF',19.0,1.0
204,'OFF',19.0,0.0
205,'OFF',19.0,0.0
206,'OFF',19.0,0.0
207,'OFF',19.0,0.0
208,'OFF',19.0,0.0
209,'OFF',19.0,0.0
210,'OFF',22.0,0.0
211,'OFF',19.0,0.0
212,'ON',19.0,0.0
213,'ON',19.0,0.0
214,'OFF',19.0,0.0
215,'OFF',19.0,0.0
216,'OFF',19.0,0.0
217,'OFF',19.0,0.0
218,'OFF',19.0,0.0
219,'OFF',19.0,0.0
220,'OFF',19.0,0.0
221,'OFF',19.0,0.0
222,'OFF',19.0,0.0
223,'OFF',19.0,0.0
224,'OFF',19.0,0.0
225,'OFF',22.0,0.0
226,'OFF',19.0,0.0
227,'OFF',19.0,0.0
228,'OFF',19.0,0.0
229,'OFF',21.0,0.0
230,'OFF',19.0,0.0
231,'OFF',19.0,0.0
232,'OFF',19.0,0.0
233,'ON',19.0,0.0
234,'OFF',19.0,0.0
235,'OFF',19.0,0.0
236,'OFF',19.0,1.0
237,'OFF',21.0,0.0
238,'OFF',19.0,0.0
239,'OFF',19.0,0.0
240,'OFF',19.0,0.0
241,'OFF',19.0,0.0
242,'OFF',19.0,0.0
243,'OFF',19.0,0.0
244,'OFF',19.0,0.0
245,'OFF',19.0,0.0
246,'OFF',19.0,0.0
247,'ON',19.0,0.0
248,'OFF',19.0,0.0
249,'OFF',19.0,0.0
250,'OFF',19.0,0.0
251,'OFF',19.0,0.0
252,'OFF',19.0,0.0
253,'OFF',19.0,0.0
254,'ON',19.0,0.0
255,'OFF',19.0,0.0
256,'OFF',19.0,0.0
257,'OFF',19.0,0.0
258,'OFF',19.0,0.0
259,'OFF',19.0,0.0
260,'OFF',19.0,0.0
261,'OFF',19.0,0.0
262,'OFF',19.0,0.0
263,'OFF',19.0,0.0
264,'OFF',19.0,0.0
265,'OFF',19.0,0.0
266,'OFF',19.0,0.0
267,'OFF',19.0,0.0
268,'OFF',19.0,0.0
269,'OFF',19.0,0.0
270,'ON',19.0,0.0
271,'OFF',19.0,0.0
272,'ON',21.0,0.0
273,'OFF',19.0,0.0
274,'OFF',19.0,0.0
275,'OFF',21.0,0.0
276,'OFF',19.0,0.0
277,'OFF',19.0,0.0
278,'OFF',19.0,0.0
279,'OFF',19.0,0.0
280,'OFF',19.0,0.0
281,'OFF',19.0,0.0
282,'OFF',19.0,0.0
283,'OFF',22.0,0.0
284,'OFF',19.0,0.0
285,'OFF',19.0,0.0
286,'OFF',19.0,0.0
287,'OFF',19.0,0.0
288,'OFF',19.0,0.0
289,'OFF',19.0,0.0
290,'OFF',19.0,1.0
291,'OFF',19.0,0.0
292,'OFF',19.0,0.0
293,'OFF',19.0,0.0
294,'OFF',19.0,0.0
295,'ON',19.0,0.0
296,'OFF',19.0,0.0
297,'OFF',19.0,0.0
298,'ON',19.0,0.0
299,'OFF',19.0,0.0
300,'OFF',19.0,0.0
301,'OFF',19.0,0.0
302,'OFF',19.0,0.0
303,'OFF',19.0,0.0
304,'OFF',19.0,0.0
305,'OFF',19.0,0.0
306,'OFF',19.0,0.0
307,'OFF',19.0,0.0
308,'OFF',19.0,0.0
309,'OFF',19.0,0.0
310,'OFF',19.0,0.0
311,'OFF',19.0,0.0
312,'OFF',19.0,0.0
313,'OFF',19.0,0.0
314,'OFF',19.0,0.0
315,'OFF',19.0,0.0
316,'OFF',19.0,0.0
317,'OFF',19.0,0.0
318,'OFF',19.0,0.0
319,'OFF',19.0,0.0
320,'OFF',19.0,0.0
321,'OFF',19.0,0.0
322,'OFF',19.0,0.0
323,'OFF',19.0,0.0
324,'OFF',19.0,0.0
325,'OFF',19.0,0.0
326,'OFF',19.0,0.0
327,'OFF',19.0,0.0
328,'OFF',20.0,0.0
329,'OFF',19.0,0.0
330,'OFF',19.0,0.0
331,'OFF',19.0,0.0
332,'OFF',19.0,0.0
333,'OFF',19.0,0.0
334,'OFF',19.0,0.0
335,'OFF',19.0,1.0
336,'OFF',19.0,0.0
337,'OFF',19.0,0.0
338,'OFF',19.0,0.0
339,'OFF',19.0,0.0
340,'OFF',19.0,1.0
341,'OFF',19.0,0.0
342,'OFF',19.0,0.0
343,'OFF',19.0,1.0
344,'OFF',19.0,0.0
345,'OFF',19.0,0.0
346,'OFF',19.0,0.0
347,'OFF',19.0,0.0
348,'ON',19.0,0.0
349,'OFF',19.0,0.0
350,'OFF',21.0,0.0
351,'OFF',19.0,0.0
352,'OFF',19.0,0.0
353,'OFF',19.0,0.0
354,'OFF',19.0,0.0
355,'OFF',19.0,0.0
356,'OFF',19.0,0.0
357,'OFF',19.0,0.0
358,'OFF',19.0,0.0
359,'OFF',19.0,1.0
360,'OFF',19.0,0.0
361,'OFF',19.0,0.0
362,'OFF',19.0,0.0
363,'OFF',19.0,0.0
364,'OFF',19.0,0.0
365,'OFF',19.0,0.0
366,'OFF',19.0,0.0
367,'OFF',19.0,0.0
368,'OFF',19.0,0.0
369,'OFF',19.0,0.0
370,'OFF',19.0,0.0
371,'OFF',19.0,0.0
372,'OFF',19.0,0.0
373,'OFF',19.0,0.0
374,'OFF',21.0,0.0
375,'OFF',19.0,0.0
376,'OFF',19.0,0.0
377,'OFF',19.0,0.0
378,'OFF',19.0,0.0
379,'OFF',19.0,0.0
380,'OFF',19.0,0.0
381,'OFF',19.0,0.0
382,'OFF',19.0,0.0
383,'OFF',19.0,0.0
384,'OFF',19.0,0.0
385,'OFF',19.0,0.0
386,'ON',19.0,0.0
387,'OFF',19.0,0.0
388,'OFF',19.0,0.0
389,'OFF',19.0,0.0
390,'OFF',19.0,1.0
391,'OFF',19.0,0.0
392,'OFF',19.0,0.0
393,'OFF',19.0,0.0
394,'OFF',19.0,0.0
395,'ON',19.0,0.0
396,'OFF',19.0,0.0
397,'OFF',19.0,0.0
398,'OFF',19.0,0.0
399,'OFF',19.0,0.0
400,'OFF',19.0,0.0
401,'OFF',19.0,0.0
402,'OFF',19.0,0.0
403,'OFF',19.0,0.0
404,'OFF',19.0,0.0
405,'OFF',19.0,0.0
406,'OFF',20.0,0.0
407,'OFF',19.0,0.0
408,'OFF',19.0,1.0
409,'OFF',19.0,0.0
410,'OFF',19.0,0.0
411,'OFF',19.0,0.0
412,'OFF',19.0,0.0
413,'OFF',19.0,0.0
414,'OFF',19.0,0.0
415,'OFF',19.0,0.0
416,'OFF',19.0,0.0
417,'OFF',22.0,0.0
418,'OFF',19.0,0.0
419,'OFF',19.0,0.0
420,'OFF',20.0,1.0
421,'OFF',20.0,1.0
422,'ON',20.0,1.0
423,'OFF',20.0,1.0
424,'OFF',20.0,1.0
425,'ON',20.0,1.0
426,'ON',20.0,1.0
427,'ON',22.0,1.0
428,'ON',20.0,1.0
429,'ON',20.0,1.0
430,'ON',20.0,1.0
431,'ON',20.0,1.0
432,'ON',20.0,1.0
433,'ON',20.0,1.0
434,'ON',20.0,1.0
435,'ON',20.0,1.0
436,'ON',20.0,1.0
437,'ON',20.0,1.0
438,'ON',20.0,1.0
439,'ON',20.0,1.0
440,'ON',20.0,1.0
441,'ON',20.0,1.0
442,'ON',20.0,1.0
443,'ON',20.0,1.0
444,'ON',20.0,1.0
445,'ON',20.0,0.0
446,'ON',20.0,1.0
447,'ON',20.0,0.0
448,'ON',20.0,1.0
449,'ON',20.0,1.0
450,'ON',20.0,1.0
451,'ON',20.0,1.0
452,'ON',20.0,1.0
453,'ON',20.0,1.0
454,'ON',20.0,1.0
455,'ON',20.0,0.0
456,'ON',20.0,1.0
457,'ON',20.0,1.0
458,'ON',20.0,1.0
459,'ON',20.0,1.0
460,'ON',20.0,1.0
461,'ON',20.0,1.0
462,'ON',20.0,1.0
463,'ON',20.0,1.0
464,'ON',20.0,1.0
465,'ON',20.0,1.0
466,'ON',20.0,1.0
467,'ON',20.0,1.0
468,'OFF',20.0,1.0
469,'ON',20.0,1.0
470,'ON',20.0,1.0
471,'ON',20.0,1.0
472,'ON',20.0,1.0
473,'ON',20.0,1.0
474,'ON',20.0,1.0
475,'ON',20.0,0.0
476,'ON',20.0,1.0
477,'ON',20.0,1.0
478,'ON',20.0,0.0
479,'ON',20.0,1.0
480,'ON',21.0,1.0
481,'OFF',21.0,1.0
482,'ON',21.0,1.0
483,'ON',21.0,1.0
484,'ON',21.0,1.0
485,'ON',21.0,1.0
486,'ON',21.0,1.0
487,'ON',21.0,1.0
488,'ON',21.0,1.0
489,'ON',21.0,1.0
490,'ON',21.0,1.0
491,'ON',21.0,1.0
492,'ON',21.0,1.0
493,'ON',21.0,1.0
494,'ON',21.0,1.0
495,'ON',21.0,1.0
496,'ON',21.0,1.0
497,'ON',21.0,0.0
498,'ON',21.0,1.0
499,'ON',21.0,1.0
500,'ON',21.0,1.0
501,'ON',21.0,1.0
502,'ON',21.0,1.0
503,'OFF',21.0,1.0
504,'ON',21.0,1.0
505,'ON',21.0,1.0
506,'ON',21.0,1.0
507,'OFF',21.0,1.0
508,'ON',21.0,1.0
509,'ON',21.0,0.0
510,'ON',21.0,1.0
511,'ON',21.0,1.0
512,'ON',21.0,1.0
513,'ON',21.0,0.0
514,'ON',21.0,1.0
515,'ON',21.0,1.0
516,'OFF',21.0,1.0
517,'ON',22.0,1.0
518,'ON',21.0,1.0
519,'OFF',21.0,1.0
520,'ON',21.0,1.0
521,'ON',21.0,1.0
522,'ON',22.0,1.0
523,'ON',20.0,1.0
524,'ON',21.0,1.0
525,'ON',21.0,1.0
526,'ON',21.0,1.0
527,'ON',21.0,1.0
528,'ON',21.0,1.0
529,'ON',21.0,1.0
530,'ON',21.0,1.0
531,'ON',21.0,1.0
532,'ON',20.0,1.0
533,'ON',21.0,1.0
534,'ON',21.0,1.0
535,'ON',21.0,1.0
536,'OFF',21.0,1.0
537,'ON',21.0,1.0
538,'ON',21.0,1.0
539,'ON',21.0,1.0
540,'ON',22.0,1.0
541,'ON',22.0,1.0
542,'ON',22.0,1.0
543,'ON',22.0,1.0
544,'ON',22.0,1.0
545,'OFF',22.0,1.0
546,'ON',22.0,1.0
547,'ON',22.0,1.0
548,'ON',22.0,1.0
549,'ON',22.0,1.0
550,'ON',22.0,1.0
551,'ON',22.0,1.0
552,'ON',22.0,1.0
553,'ON',22.0,1.0
554,'ON',22.0,1.0
555,'ON',22.0,1.0
556,'ON',22.0,1.0
557,'ON',22.0,1.0
558,'ON',22.0,1.0
559,'ON',22.0,1.0
560,'ON',22.0,1.0
561,'ON',22.0,1.0
562,'ON',22.0,1.0
563,'ON',22.0,1.0
564,'ON',22.0,0.0
565,'ON',22.0,1.0
566,'ON',22.0,1.0
567,'ON',22.0,1.0
568,'ON',22.0,0.0
569,'ON',22.0,1.0
570,'ON',22.0,1.0
571,'ON',22.0,1.0
572,'OFF',22.0,1.0
573,'ON',22.0,1.0
574,'ON',22.0,1.0
575,'ON',22.0,1.0
576,'ON',22.0,1.0
577,'ON',22.0,1.0
578,'ON',22.0,1.0
579,'ON',22.0,1.0
580,'ON',22.0,1.0
581,'ON',22.0,1.0
582,'ON',22.0,1.0
583,'ON',22.0,1.0
584,'ON',22.0,1.0
585,'ON',19.0,1.0
586,'OFF',22.0,1.0
587,'ON',22.0,1.0
588,'ON',22.0,1.0
589,'ON',22.0,1.0
590,'ON',22.0,1.0
591,'ON',22.0,1.0
592,'ON',22.0,1.0
593,'ON',22.0,1.0
594,'ON',22.0,1.0
595,'OFF',22.0,1.0
596,'ON',22.0,1.0
597,'ON',22.0,1.0
598,'ON',22.0,1.0
599,'ON',22.0,1.0
600,'OFF',22.0,1.0
601,'ON',22.0,1.0
602,'ON',22.0,1.0
603,'ON',22.0,1.0
604,'OFF',22.0,1.0
605,'ON',22.0,1.0
606,'ON',22.0,1.0
607,'ON',22.0,1.0
608,'ON',22.0,1.0
609,'ON',22.0,1.0
610,'ON',22.0,1.0
611,'ON',22.0,1.0
612,'ON',22.0,1.0
613,'ON',22.0,1.0
614,'ON',22.0,1.0
615,'ON',19.0,1.0
616,'ON',22.0,1.0
617,'ON',22.0,1.0
618,'ON',22.0,1.0
619,'ON',22.0,1.0
620,'ON',22.0,1.0
621,'ON',22.0,1.0
622,'ON',22.0,1.0
623,'ON',22.0,1.0
624,'ON',22.0,1.0
625,'ON',22.0,1.0
626,'ON',22.0,1.0
627,'ON',22.0,1.0
628,'ON',21.0,1.0
629,'ON',22.0,1.0
630,'ON',22.0,1.0
631,'ON',22.0,1.0
632,'ON',22.0,0.0
633,'ON',22.0,1.0
634,'ON',22.0,1.0
635,'ON',22.0,0.0
636,'ON',22.0,1.0
637,'ON',20.0,1.0
638,'ON',22.0,1.0
639,'ON',22.0,1.0
640,'ON',22.0,1.0
641,'ON',22.0,1.0
642,'ON',22.0,1.0
643,'ON',22.0,1.0
644,'ON',20.0,1.0
645,'ON',22.0,1.0
646,'ON',22.0,1.0
647,'ON',22.0,1.0
648,'ON',22.0,1.0
649,'ON',22.0,1.0
650,'OFF',22.0,1.0
651,'ON',22.0,1.0
652,'ON',22.0,1.0
653,'ON',22.0,1.0
654,'ON',22.0,1.0
655,'ON',22.0,1.0
656,'ON',22.0,1.0
657,'ON',22.0,1.0
658,'ON',22.0,1.0
659,'ON',22.0,1.0
660,'ON',22.0,1.0
661,'ON',22.0,1.0
662,'ON',22.0,0.0
663,'ON',22.0,1.0
664,'ON',22.0,1.0
665,'ON',22.0,1.0
666,'ON',22.0,1.0
667,'ON',22.0,0.0
668,'ON',22.0,0.0
669,'ON',22.0,1.0
670,'ON',22.0,1.0
671,'ON',22.0,0.0
672,'ON',22.0,1.0
673,'ON',22.0,1.0
674,'ON',22.0,1.0
675,'ON',22.0,1.0
676,'ON',22.0,1.0
677,'ON',22.0,1.0
678,'ON',22.0,1.0
679,'ON',22.0,1.0
680,'ON',22.0,1.0
681,'ON',22.0,1.0
682,'ON',22.0,1.0
683,'ON',22.0,1.0
684,'ON',22.0,1.0
685,'ON',22.0,1.0
686,'ON',22.0,1.0
687,'ON',22.0,1.0
688,'ON',22.0,1.0
689,'ON',22.0,1.0
690,'ON',22.0,0.0
691,'ON',22.0,1.0
692,'ON',22.0,1.0
693,'ON',21.0,1.0
694,'ON',22.0,1.0
695,'ON',22.0,1.0
696,'ON',19.0,1.0
697,'ON',22.0,1.0
698,'ON',22.0,1.0
699,'ON',22.0,1.0
700,'ON',22.0,1.0
701,'ON',22.0,1.0
702,'ON',22.0,1.0
703,'ON',22.0,1.0
704,'ON',22.0,1.0
705,'ON',22.0,1.0
706,'OFF',22.0,1.0
707,'ON',22.0,1.0
708,'ON',22.0,1.0
709,'ON',22.0,1.0
710,'ON',22.0,1.0
711,'ON',22.0,1.0
712,'ON',22.0,1.0
713,'ON',22.0,1.0
714,'ON',22.0,0.0
715,'ON',22.0,0.0
716,'ON',22.0,1.0
717,'ON',22.0,1.0
718,'ON',22.0,1.0
719,'ON',22.0,1.0
720,'OFF',21.0,0.0
721,'ON',21.0,0.0
722,'ON',21.0,0.0
723,'ON',21.0,0.0
724,'ON',19.0,0.0
725,'OFF',21.0,0.0
726,'ON',21.0,0.0
727,'ON',21.0,0.0
728,'OFF',21.0,0.0
729,'OFF',21.0,0.0
730,'OFF',21.0,0.0
731,'OFF',21.0,0.0
732,'OFF',21.0,0.0
733,'ON',21.0,0.0
734,'OFF',21.0,0.0
735,'OFF',21.0,0.0
736,'OFF',21.0,0.0
737,'ON',21.0,0.0
738,'OFF',21.0,1.0
739,'OFF',21.0,0.0
740,'OFF',21.0,0.0
741,'OFF',21.0,0.0
742,'OFF',21.0,0.0
743,'OFF',21.0,0.0
744,'OFF',21.0,0.0
745,'OFF',21.0,0.0
746,'OFF',21.0,0.0
747,'OFF',21.0,0.0
748,'OFF',21.0,0.0
749,'OFF',21.0,0.0
750,'OFF',21.0,0.0
751,'OFF',21.0,0.0
752,'OFF',21.0,0.0
753,'OFF',21.0,0.0
754,'OFF',21.0,0.0
755,'OFF',21.0,0.0
756,'OFF',21.0,0.0
757,'OFF',21.0,0.0
758,'OFF',21.0,0.0
759,'OFF',19.0,0.0
760,'OFF',21.0,0.0
761,'OFF',21.0,0.0
762,'OFF',21.0,0.0
763,'OFF',21.0,1.0
764,'OFF',20.0,0.0
765,'OFF',21.0,0.0
766,'OFF',21.0,0.0
767,'OFF',21.0,0.0
768,'OFF',21.0,0.0
769,'OFF',21.0,0.0
770,'OFF',21.0,0.0
771,'OFF',21.0,0.0
772,'OFF',21.0,0.0
773,'OFF',21.0,0.0
774,'OFF',21.0,0.0
775,'OFF',21.0,0.0
776,'OFF',19.0,0.0
777,'OFF',21.0,0.0
778,'OFF',21.0,0.0
779,'OFF',21.0,1.0
780,'OFF',22.0,1.0
781,'ON',22.0,1.0
782,'OFF',22.0,1.0
783,'OFF',22.0,1.0
784,'OFF',22.0,1.0
785,'ON',22.0,1.0
786,'ON',22.0,1.0
787,'ON',22.0,1.0
788,'ON',22.0,1.0
789,'ON',22.0,1.0
790,'ON',22.0,1.0
791,'ON',22.0,1.0
792,'ON',22.0,1.0
793,'ON',22.0,1.0
794,'ON',22.0,1.0
795,'ON',22.0,1.0
796,'ON',22.0,1.0
797,'ON',22.0,1.0
798,'ON',22.0,1.0
799,'ON',22.0,1.0
800,'ON',22.0,1.0
801,'ON',22.0,1.0
802,'ON',22.0,0.0
803,'ON',22.0,1.0
804,'ON',22.0,1.0
805,'ON',22.0,1.0
806,'ON',22.0,1.0
807,'ON',22.0,1.0
808,'ON',22.0,1.0
809,'ON',22.0,1.0
810,'ON',22.0,1.0
811,'ON',22.0,1.0
812,'ON',19.0,1.0
813,'ON',22.0,0.0
814,'ON',22.0,1.0
815,'ON',22.0,1.0
816,'ON',22.0,1.0
817,'ON',22.0,1.0
818,'ON',22.0,1.0
819,'ON',22.0,1.0
820,'ON',22.0,1.0
821,'ON',22.0,1.0
822,'ON',22.0,1.0
823,'ON',22.0,1.0
824,'ON',22.0,1.0
825,'OFF',22.0,1.0
826,'ON',22.0,0.0
827,'ON',22.0,1.0
828,'ON',21.0,0.0
829,'ON',22.0,1.0
830,'ON',22.0,1.0
831,'ON',22.0,1.0
832,'ON',22.0,1.0
833,'ON',22.0,1.0
834,'ON',22.0,1.0
835,'ON',22.0,1.0
836,'ON',22.0,0.0
837,'ON',22.0,1.0
838,'ON',22.0,1.0
839,'ON',22.0,1.0
840,'OFF',22.0,1.0
841,'ON',22.0,1.0
842,'ON',22.0,1.0
843,'ON',22.0,1.0
844,'ON',22.0,1.0
845,'ON',22.0,1.0
846,'ON',22.0,0.0
847,'ON',22.0,1.0
848,'ON',22.0,1.0
849,'ON',22.0,1.0
850,'ON',20.0,1.0
851,'ON',22.0,1.0
852,'ON',22.0,1.0
853,'ON',22.0,1.0
854,'ON',22.0,0.0
855,'ON',22.0,1.0
856,'ON',22.0,1.0
857,'OFF',22.0,1.0
858,'ON',22.0,0.0
859,'ON',22.0,1.0
860,'ON',22.0,1.0
861,'ON',22.0,0.0
862,'ON',22.0,1.0
863,'ON',22.0,1.0
864,'ON',22.0,1.0
865,'ON',22.0,1.0
866,'ON',22.0,1.0
867,'ON',22.0,1.0
868,'ON',22.0,1.0
869,'OFF',22.0,1.0
870,'ON',22.0,1.0
871,'ON',22.0,1.0
872,'ON',22.0,1.0
873,'ON',22.0,1.0
874,'ON',22.0,1.0
875,'ON',22.0,1.0
876,'ON',22.0,1.0
877,'ON',22.0,1.0
878,'OFF',22.0,1.0
879,'ON',20.0,0.0
880,'ON',22.0,1.0
881,'ON',22.0,1.0
882,'ON',22.0,1.0
883,'ON',22.0,1.0
884,'ON',22.0,1.0
885,'ON',22.0,1.0
886,'ON',22.0,1.0
887,'ON',22.0,1.0
888,'ON',22.0,1.0
889,'ON',22.0,1.0
890,'ON',22.0,1.0
891,'ON',22.0,1.0
892,'ON',22.0,1.0
893,'ON',22.0,1.0
894,'ON',22.0,1.0
895,'ON',22.0,1.0
896,'ON',22.0,1.0
897,'ON',22.0,1.0
898,'ON',22.0,1.0
899,'ON',22.0,1.0
900,'ON',22.0,1.0
901,'ON',22.0,1.0
902,'ON',22.0,1.0
903,'ON',19.0,1.0
904,'ON',22.0,1.0
905,'ON',22.0,1.0
906,'ON',22.0,1.0
907,'ON',22.0,1.0
908,'ON',22.0,1.0
909,'ON',22.0,1.0
910,'OFF',22.0,1.0
911,'ON',22.0,1.0
912,'ON',22.0,1.0
913,'ON',22.0,1.0
914,'ON',22.0,1.0
915,'ON',22.0,1.0
916,'ON',22.0,1.0
917,'ON',22.0,1.0
918,'ON',22.0,1.0
919,'ON',22.0,1.0
920,'ON',22.0,1.0
921,'ON',22.0,1.0
922,'ON',22.0,1.0
923,'ON',22.0,1.0
924,'ON',22.0,1.0
925,'ON',22.0,1.0
926,'ON',22.0,1.0
927,'ON',22.0,1.0
928,'ON',22.0,1.0
929,'ON',22.0,1.0
930,'ON',22.0,1.0
931,'OFF',22.0,1.0
932,'ON',22.0,1.0
933,'ON',22.0,1.0
934,'ON',22.0,1.0
935,'OFF',22.0,1.0
936,'ON',22.0,1.0
937,'ON',22.0,1.0
938,'ON',22.0,1.0
939,'ON',22.0,1.0
940,'ON',22.0,1.0
941,'ON',22.0,1.0
942,'ON',22.0,1.0
943,'ON',22.0,1.0
944,'ON',22.0,1.0
945,'ON',22.0,1.0
946,'OFF',22.0,1.0
947,'ON',22.0,1.0
948,'ON',22.0,1.0
949,'ON',22.0,1.0
950,'ON',22.0,1.0
951,'ON',22.0,1.0
952,'ON',22.0,1.0
953,'ON',22.0,1.0
954,'ON',22.0,0.0
955,'ON',22.0,1.0
956,'ON',22.0,0.0
957,'ON',22.0,1.0
958,'ON',22.0,1.0
959,'ON',22.0,1.0
960,'ON',22.0,1.0
961,'ON',22.0,1.0
962,'OFF',22.0,1.0
