day_of_week,attr_2
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Sat,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Fri,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Tue,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Mon,Mon
Mon,Mon
Wed,Mon
Wed,Mon
Sun,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Thu,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Sun,Mon
Wed,Mon
Tue,Mon
Wed,Mon
Wed,Mon
Mon,Mon
Wed,Mon
Sun,Mon
Tue,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Tue,Mon
Tue,Mon
Mon,Mon
Wed,Mon
Mon,Mon
Fri,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Fri,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Fri,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Fri,Mon
Tue,Mon
Wed,Mon
Wed,Mon
Tue,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Sat,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Mon,Mon
Thu,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Mon,Mon
Wed,Mon
Mon,Mon
Wed,Mon
Sun,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Thu,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Tue,Mon
Mon,Mon
Sun,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Sat,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Wed,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Mon,Mon
Fri,Mon
Sun,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Mon,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Sat,Mon
Mon,Mon
Fri,Mon
Sun,Mon
Fri,Mon
Fri,Mon
Sun,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Sat,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Thu,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Tue,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Tue,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Mon,Mon
Fri,Mon
Sat,Mon
Thu,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Wed,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Sat,Mon
Fri,Mon
Sun,Mon
Fri,Mon
Sun,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Thu,Mon
Fri,Mon
Sat,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Tue,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Tue,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Fri,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Tue,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Thu,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sun,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Tue,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Mon,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Sat,Mon
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
Mon,Sun
